Date,City,Type,Low Price,High Price,Package,Grade,Variety,Color,Origin,Package_L,Avg Price
2017-09-23,BALTIMORE,,160.0,160.0,36 inch bins,0,4,0,3,1268.6039999999998,160.0
2017-09-30,BALTIMORE,,150.0,160.0,36 inch bins,0,4,0,3,1268.6039999999998,155.0
2017-09-30,BALTIMORE,,150.0,160.0,36 inch bins,0,4,0,3,1268.6039999999998,155.0
2017-09-23,BALTIMORE,,160.0,180.0,24 inch bins,0,5,1,3,845.7359999999999,170.0
2017-09-30,BALTIMORE,,180.0,180.0,24 inch bins,0,5,1,3,845.7359999999999,180.0
2017-06-03,BALTIMORE,,380.0,380.0,24 inch bins,0,2,1,8,845.7359999999999,380.0
2017-06-10,BALTIMORE,,380.0,380.0,24 inch bins,0,2,1,8,845.7359999999999,380.0
2017-06-17,BALTIMORE,,380.0,380.0,24 inch bins,0,2,1,8,845.7359999999999,380.0
2017-08-19,BALTIMORE,,200.0,200.0,24 inch bins,0,2,1,8,845.7359999999999,200.0
2017-08-26,BALTIMORE,,200.0,350.0,24 inch bins,0,2,1,8,845.7359999999999,275.0
2017-09-02,BALTIMORE,,350.0,350.0,24 inch bins,0,2,1,8,845.7359999999999,350.0
2017-09-09,BALTIMORE,,180.0,180.0,24 inch bins,0,2,1,3,845.7359999999999,180.0
2017-09-09,BALTIMORE,,200.0,200.0,24 inch bins,0,2,1,8,845.7359999999999,200.0
2017-09-16,BALTIMORE,,180.0,200.0,24 inch bins,0,2,1,3,845.7359999999999,190.0
2017-09-16,BALTIMORE,,180.0,200.0,24 inch bins,0,2,1,8,845.7359999999999,190.0
2017-09-23,BALTIMORE,,340.0,340.0,24 inch bins,0,2,1,3,845.7359999999999,340.0
2017-09-23,BALTIMORE,,240.0,250.0,24 inch bins,0,2,1,3,845.7359999999999,245.0
2017-09-23,BALTIMORE,,200.0,200.0,24 inch bins,0,2,1,8,845.7359999999999,200.0
2017-09-30,BALTIMORE,,340.0,340.0,24 inch bins,0,2,1,3,845.7359999999999,340.0
2017-09-30,BALTIMORE,,240.0,250.0,24 inch bins,0,2,1,3,845.7359999999999,245.0
2017-09-30,BALTIMORE,,180.0,200.0,24 inch bins,0,2,1,8,845.7359999999999,190.0
2017-08-12,BALTIMORE,,29.0,29.0,50 lb sacks,0,2,1,8,1761.9499999999998,29.0
2017-08-12,BALTIMORE,,29.0,29.0,50 lb sacks,0,2,1,8,1761.9499999999998,29.0
2017-08-19,BALTIMORE,,28.0,29.0,50 lb sacks,0,2,1,8,1761.9499999999998,28.5
2017-08-26,BALTIMORE,,28.0,29.0,50 lb sacks,0,2,1,8,1761.9499999999998,28.5
2017-08-26,BALTIMORE,,29.0,29.0,50 lb sacks,0,2,1,8,1761.9499999999998,29.0
2017-09-02,BALTIMORE,,29.0,29.0,50 lb sacks,0,2,1,8,1761.9499999999998,29.0
2017-09-09,BALTIMORE,,15.0,15.0,50 lb sacks,0,2,1,8,1761.9499999999998,15.0
2017-09-16,BALTIMORE,,24.0,24.0,50 lb sacks,0,2,1,8,1761.9499999999998,24.0
2017-09-16,BALTIMORE,,15.0,15.0,50 lb sacks,0,2,1,8,1761.9499999999998,15.0
2016-09-24,BALTIMORE,,250.0,260.0,24 inch bins,0,3,1,3,845.7359999999999,255.0
2016-09-24,BALTIMORE,,250.0,260.0,24 inch bins,0,3,1,8,845.7359999999999,255.0
2016-10-01,BALTIMORE,,250.0,260.0,24 inch bins,0,3,1,3,845.7359999999999,255.0
2016-10-01,BALTIMORE,,250.0,260.0,24 inch bins,0,3,1,8,845.7359999999999,255.0
2016-10-08,BALTIMORE,,235.0,260.0,24 inch bins,0,3,1,3,845.7359999999999,247.5
2016-10-08,BALTIMORE,,250.0,260.0,24 inch bins,0,3,1,8,845.7359999999999,255.0
2016-10-15,BALTIMORE,,235.0,250.0,24 inch bins,0,3,1,3,845.7359999999999,242.5
2016-10-22,BALTIMORE,,230.0,240.0,24 inch bins,0,3,1,3,845.7359999999999,235.0
2016-10-29,BALTIMORE,,220.0,240.0,24 inch bins,0,3,1,3,845.7359999999999,230.0
2016-10-29,BALTIMORE,,230.0,230.0,24 inch bins,0,3,1,8,845.7359999999999,230.0
2016-11-05,BALTIMORE,,200.0,230.0,24 inch bins,0,3,1,3,845.7359999999999,215.0
2016-11-05,BALTIMORE,,200.0,230.0,24 inch bins,0,3,1,8,845.7359999999999,215.0
2016-11-12,BALTIMORE,,200.0,200.0,24 inch bins,0,3,1,3,845.7359999999999,200.0
2016-11-19,BALTIMORE,,200.0,200.0,24 inch bins,0,3,1,3,845.7359999999999,200.0
2016-11-19,BALTIMORE,,200.0,230.0,24 inch bins,0,3,1,8,845.7359999999999,215.0
2016-11-26,BALTIMORE,,210.0,210.0,24 inch bins,0,3,1,8,845.7359999999999,210.0
2016-09-24,BALTIMORE,,15.0,15.0,1 1/9 bushel cartons,0,10,0,8,35.239,15.0
2016-09-24,BALTIMORE,,18.0,18.0,1 1/9 bushel cartons,0,10,0,8,35.239,18.0
2016-10-01,BALTIMORE,,18.0,18.0,1 1/9 bushel cartons,0,10,0,8,35.239,18.0
2016-10-01,BALTIMORE,,17.0,17.0,1 1/9 bushel cartons,0,10,0,7,35.239,17.0
2016-10-08,BALTIMORE,,15.0,15.0,1 1/9 bushel cartons,0,10,0,8,35.239,15.0
2016-10-08,BALTIMORE,,18.0,18.0,1 1/9 bushel cartons,0,10,0,8,35.239,18.0
2016-10-08,BALTIMORE,,17.0,17.0,1 1/9 bushel cartons,0,10,0,7,35.239,17.0
2016-10-08,BALTIMORE,,17.0,18.5,1 1/9 bushel cartons,0,10,0,9,35.239,17.75
2016-10-15,BALTIMORE,,15.0,15.0,1 1/9 bushel cartons,0,10,0,8,35.239,15.0
2016-10-15,BALTIMORE,,17.0,17.0,1 1/9 bushel cartons,0,10,0,7,35.239,17.0
2016-10-15,BALTIMORE,,17.0,18.5,1 1/9 bushel cartons,0,10,0,9,35.239,17.75
2016-10-22,BALTIMORE,,15.0,15.0,1 1/9 bushel cartons,0,10,0,8,35.239,15.0
2016-10-22,BALTIMORE,,17.0,17.0,1 1/9 bushel cartons,0,10,0,7,35.239,17.0
2016-10-22,BALTIMORE,,17.0,18.5,1 1/9 bushel cartons,0,10,0,9,35.239,17.75
2016-10-29,BALTIMORE,,15.0,15.0,1 1/9 bushel cartons,0,10,0,8,35.239,15.0
2016-10-29,BALTIMORE,,16.0,17.0,1 1/9 bushel cartons,0,10,0,7,35.239,16.5
2016-10-29,BALTIMORE,,16.0,18.0,1 1/9 bushel cartons,0,10,0,9,35.239,17.0
2017-09-16,BALTIMORE,,18.0,18.0,1 1/9 bushel cartons,0,10,0,3,35.239,18.0
2017-09-23,BALTIMORE,,16.0,16.0,1 1/9 bushel cartons,0,10,0,8,35.239,16.0
2017-09-23,BALTIMORE,,18.0,18.0,1 1/9 bushel cartons,0,10,0,3,35.239,18.0
2017-09-23,BALTIMORE,,16.0,16.0,1 1/9 bushel cartons,0,10,0,9,35.239,16.0
2017-09-30,BALTIMORE,,16.0,16.0,1 1/9 bushel cartons,0,10,0,8,35.239,16.0
2017-09-30,BALTIMORE,,16.0,16.0,1 1/9 bushel cartons,0,10,0,9,35.239,16.0
2016-09-24,BALTIMORE,,160.0,160.0,24 inch bins,0,10,0,8,845.7359999999999,160.0
2017-09-23,BALTIMORE,,200.0,200.0,24 inch bins,0,10,0,3,845.7359999999999,200.0
2017-09-30,BALTIMORE,,190.0,200.0,24 inch bins,0,10,0,3,845.7359999999999,195.0
2016-09-24,BALTIMORE,,50.0,60.0,24 inch bins,0,0,3,3,845.7359999999999,55.0
2016-09-24,BALTIMORE,,50.0,60.0,24 inch bins,0,0,3,3,845.7359999999999,55.0
2016-09-24,BALTIMORE,,50.0,60.0,24 inch bins,0,0,3,8,845.7359999999999,55.0
2016-10-01,BALTIMORE,,50.0,60.0,24 inch bins,0,0,3,3,845.7359999999999,55.0
2016-10-01,BALTIMORE,,50.0,60.0,24 inch bins,0,0,3,3,845.7359999999999,55.0
2016-10-01,BALTIMORE,,50.0,60.0,24 inch bins,0,0,3,8,845.7359999999999,55.0
2016-10-08,BALTIMORE,,50.0,60.0,24 inch bins,0,0,3,3,845.7359999999999,55.0
2016-10-08,BALTIMORE,,50.0,60.0,24 inch bins,0,0,3,3,845.7359999999999,55.0
2016-10-08,BALTIMORE,,50.0,60.0,24 inch bins,0,0,3,3,845.7359999999999,55.0
2016-10-08,BALTIMORE,,40.0,60.0,24 inch bins,0,0,3,3,845.7359999999999,50.0
2016-10-08,BALTIMORE,,40.0,60.0,24 inch bins,0,0,3,3,845.7359999999999,50.0
2016-10-08,BALTIMORE,,50.0,60.0,24 inch bins,0,0,3,8,845.7359999999999,55.0
2016-10-08,BALTIMORE,,50.0,60.0,24 inch bins,0,0,3,8,845.7359999999999,55.0
2016-10-15,BALTIMORE,,50.0,60.0,24 inch bins,0,0,3,3,845.7359999999999,55.0
2016-10-15,BALTIMORE,,40.0,60.0,24 inch bins,0,0,3,3,845.7359999999999,50.0
2016-10-15,BALTIMORE,,40.0,60.0,24 inch bins,0,0,3,3,845.7359999999999,50.0
2016-10-15,BALTIMORE,,50.0,60.0,24 inch bins,0,0,3,8,845.7359999999999,55.0
2016-10-22,BALTIMORE,,50.0,60.0,24 inch bins,0,0,3,3,845.7359999999999,55.0
2016-10-22,BALTIMORE,,40.0,60.0,24 inch bins,0,0,3,3,845.7359999999999,50.0
2016-10-22,BALTIMORE,,50.0,60.0,24 inch bins,0,0,3,8,845.7359999999999,55.0
2016-10-29,BALTIMORE,,50.0,60.0,24 inch bins,0,0,3,3,845.7359999999999,55.0
2016-10-29,BALTIMORE,,50.0,60.0,24 inch bins,0,0,3,8,845.7359999999999,55.0
2017-09-23,BALTIMORE,,50.0,50.0,24 inch bins,0,0,3,3,845.7359999999999,50.0
2017-09-30,BALTIMORE,,50.0,50.0,24 inch bins,0,0,3,3,845.7359999999999,50.0
2017-09-16,BALTIMORE,,160.0,240.0,24 inch bins,0,8,1,3,845.7359999999999,200.0
2017-09-23,BALTIMORE,,240.0,240.0,24 inch bins,0,8,1,3,845.7359999999999,240.0
2017-09-30,BALTIMORE,,240.0,240.0,24 inch bins,0,8,1,3,845.7359999999999,240.0
2016-09-24,BALTIMORE,,18.0,18.0,1/2 bushel cartons,0,7,3,3,35.239,18.0
2016-09-24,BALTIMORE,,15.0,15.0,1/2 bushel cartons,0,7,3,3,35.239,15.0
2016-10-01,BALTIMORE,,18.0,18.0,1/2 bushel cartons,0,7,3,3,35.239,18.0
2016-10-01,BALTIMORE,,15.0,15.0,1/2 bushel cartons,0,7,3,3,35.239,15.0
2016-10-01,BALTIMORE,,17.0,17.0,1/2 bushel cartons,0,7,3,7,35.239,17.0
2016-10-08,BALTIMORE,,15.0,15.0,1/2 bushel cartons,0,7,3,3,35.239,15.0
2016-10-08,BALTIMORE,,15.0,18.0,1/2 bushel cartons,0,7,3,3,35.239,16.5
2016-10-08,BALTIMORE,,16.0,17.0,1/2 bushel cartons,0,7,3,7,35.239,16.5
2016-10-08,BALTIMORE,,16.0,18.0,1/2 bushel cartons,0,7,3,8,35.239,17.0
2016-10-15,BALTIMORE,,15.0,15.0,1/2 bushel cartons,0,7,3,3,35.239,15.0
2016-10-15,BALTIMORE,,15.0,15.0,1/2 bushel cartons,0,7,3,3,35.239,15.0
2016-10-15,BALTIMORE,,16.0,17.0,1/2 bushel cartons,0,7,3,7,35.239,16.5
2016-10-15,BALTIMORE,,16.0,18.0,1/2 bushel cartons,0,7,3,8,35.239,17.0
2016-10-22,BALTIMORE,,15.0,15.0,1/2 bushel cartons,0,7,3,3,35.239,15.0
2016-10-22,BALTIMORE,,15.0,15.0,1/2 bushel cartons,0,7,3,3,35.239,15.0
2016-10-22,BALTIMORE,,16.0,17.0,1/2 bushel cartons,0,7,3,7,35.239,16.5
2016-10-22,BALTIMORE,,16.0,18.0,1/2 bushel cartons,0,7,3,8,35.239,17.0
2016-10-29,BALTIMORE,,15.0,17.0,1/2 bushel cartons,0,7,3,3,35.239,16.0
2016-10-29,BALTIMORE,,15.0,15.0,1/2 bushel cartons,0,7,3,3,35.239,15.0
2016-10-29,BALTIMORE,,16.0,17.0,1/2 bushel cartons,0,7,3,7,35.239,16.5
2016-10-29,BALTIMORE,,16.0,18.0,1/2 bushel cartons,0,7,3,8,35.239,17.0
2016-11-05,BALTIMORE,,16.0,17.0,1/2 bushel cartons,0,7,3,7,35.239,16.5
2017-09-16,BALTIMORE,,18.0,18.0,1/2 bushel cartons,0,7,0,3,35.239,18.0
2017-09-23,BALTIMORE,,18.0,18.0,1/2 bushel cartons,0,7,0,3,35.239,18.0
2017-09-23,BALTIMORE,,18.0,18.0,1/2 bushel cartons,0,7,0,9,35.239,18.0
2017-09-30,BALTIMORE,,18.0,18.0,1/2 bushel cartons,0,7,0,3,35.239,18.0
2017-09-30,BALTIMORE,,18.0,18.0,1/2 bushel cartons,0,7,0,9,35.239,18.0
2016-09-24,BALTIMORE,,15.0,15.0,1/2 bushel cartons,0,7,1,3,35.239,15.0
2016-10-01,BALTIMORE,,15.0,15.0,1/2 bushel cartons,0,7,1,3,35.239,15.0
2016-10-08,BALTIMORE,,15.0,15.0,1/2 bushel cartons,0,7,1,3,35.239,15.0
2016-09-24,ATLANTA,,140.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,147.375
2016-09-24,ATLANTA,,145.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,149.875
2016-09-24,ATLANTA,,150.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,152.375
2016-09-24,ATLANTA,,150.0,150.0,24 inch bins,0,4,0,5,845.7359999999999,150.0
2016-10-01,ATLANTA,,140.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,147.375
2016-10-01,ATLANTA,,145.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,149.875
2016-10-01,ATLANTA,,150.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,152.375
2016-10-01,ATLANTA,,150.0,150.0,24 inch bins,0,4,0,5,845.7359999999999,150.0
2016-10-08,ATLANTA,,140.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,147.375
2016-10-08,ATLANTA,,145.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,149.875
2016-10-08,ATLANTA,,150.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,152.375
2016-10-08,ATLANTA,,150.0,150.0,24 inch bins,0,4,0,5,845.7359999999999,150.0
2016-10-15,ATLANTA,,140.0,145.0,24 inch bins,0,4,0,8,845.7359999999999,142.5
2016-10-15,ATLANTA,,140.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,147.375
2016-10-15,ATLANTA,,145.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,149.875
2016-10-15,ATLANTA,,150.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,152.375
2016-10-15,ATLANTA,,150.0,150.0,24 inch bins,0,4,0,5,845.7359999999999,150.0
2016-10-22,ATLANTA,,140.0,145.0,24 inch bins,0,4,0,8,845.7359999999999,142.5
2016-10-22,ATLANTA,,140.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,147.375
2016-10-22,ATLANTA,,145.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,149.875
2016-10-22,ATLANTA,,150.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,152.375
2016-10-22,ATLANTA,,150.0,150.0,24 inch bins,0,4,0,5,845.7359999999999,150.0
2016-10-29,ATLANTA,,140.0,145.0,24 inch bins,0,4,0,8,845.7359999999999,142.5
2016-10-29,ATLANTA,,140.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,147.375
2016-10-29,ATLANTA,,145.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,149.875
2016-10-29,ATLANTA,,150.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,152.375
2016-10-29,ATLANTA,,150.0,150.0,24 inch bins,0,4,0,5,845.7359999999999,150.0
2016-11-05,ATLANTA,,140.0,145.0,24 inch bins,0,4,0,8,845.7359999999999,142.5
2016-11-05,ATLANTA,,140.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,147.375
2016-11-05,ATLANTA,,145.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,149.875
2016-11-05,ATLANTA,,150.0,154.75,24 inch bins,0,4,0,5,845.7359999999999,152.375
2016-11-05,ATLANTA,,150.0,150.0,24 inch bins,0,4,0,5,845.7359999999999,150.0
2017-09-30,ATLANTA,,150.0,150.0,36 inch bins,0,4,0,1,1268.6039999999998,150.0
2017-09-30,ATLANTA,,140.0,145.0,36 inch bins,0,4,0,5,1268.6039999999998,142.5
2017-09-30,ATLANTA,,140.0,140.0,36 inch bins,0,4,0,8,1268.6039999999998,140.0
2016-11-05,ATLANTA,,14.5,15.0,1 1/9 bushel cartons,0,10,1,5,35.239,14.75
2016-11-12,ATLANTA,,14.5,15.0,1 1/9 bushel cartons,0,10,1,5,35.239,14.75
2016-11-19,ATLANTA,,14.5,15.0,1 1/9 bushel cartons,0,10,1,5,35.239,14.75
2016-11-26,ATLANTA,,14.5,15.0,1 1/9 bushel cartons,0,10,1,5,35.239,14.75
2016-09-24,ATLANTA,,135.0,135.0,24 inch bins,0,10,1,6,845.7359999999999,135.0
2016-10-01,ATLANTA,,135.0,135.0,24 inch bins,0,10,1,6,845.7359999999999,135.0
2016-10-08,ATLANTA,,135.0,135.0,24 inch bins,0,10,1,6,845.7359999999999,135.0
2016-10-15,ATLANTA,,135.0,135.0,24 inch bins,0,10,1,6,845.7359999999999,135.0
2016-10-22,ATLANTA,,135.0,135.0,24 inch bins,0,10,1,6,845.7359999999999,135.0
2016-10-29,ATLANTA,,135.0,135.0,24 inch bins,0,10,1,6,845.7359999999999,135.0
2016-11-05,ATLANTA,,123.5,135.0,24 inch bins,0,10,1,6,845.7359999999999,129.25
2016-11-12,ATLANTA,,123.5,135.0,24 inch bins,0,10,1,6,845.7359999999999,129.25
2016-11-19,ATLANTA,,123.5,135.0,24 inch bins,0,10,1,6,845.7359999999999,129.25
2016-11-26,ATLANTA,,123.5,135.0,24 inch bins,0,10,1,6,845.7359999999999,129.25
2016-09-24,ATLANTA,,210.0,286.0,36 inch bins,0,10,1,5,1268.6039999999998,248.0
2016-10-01,ATLANTA,,210.0,286.0,36 inch bins,0,10,1,5,1268.6039999999998,248.0
2016-10-08,ATLANTA,,210.0,286.0,36 inch bins,0,10,1,5,1268.6039999999998,248.0
2016-10-15,ATLANTA,,210.0,286.0,36 inch bins,0,10,1,5,1268.6039999999998,248.0
2016-10-22,ATLANTA,,210.0,286.0,36 inch bins,0,10,1,5,1268.6039999999998,248.0
2016-10-29,ATLANTA,,210.0,286.0,36 inch bins,0,10,1,5,1268.6039999999998,248.0
2016-11-05,ATLANTA,,210.0,286.0,36 inch bins,0,10,1,5,1268.6039999999998,248.0
2017-09-30,ATLANTA,,16.5,18.0,1 1/9 bushel cartons,0,7,1,8,35.239,17.25
2016-09-24,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-09-24,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-09-24,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-09-24,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-09-24,BOSTON,,160.0,180.0,36 inch bins,0,4,0,1,1268.6039999999998,170.0
2016-09-24,BOSTON,,160.0,180.0,36 inch bins,0,4,0,1,1268.6039999999998,170.0
2016-09-24,BOSTON,,140.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,150.0
2016-09-24,BOSTON,,140.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,150.0
2016-09-24,BOSTON,,140.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,150.0
2016-09-24,BOSTON,,200.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,212.5
2016-09-24,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-09-24,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-09-24,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-09-24,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-09-24,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-09-24,BOSTON,,170.0,180.0,36 inch bins,0,4,0,5,1268.6039999999998,175.0
2016-09-24,BOSTON,,170.0,180.0,36 inch bins,0,4,0,5,1268.6039999999998,175.0
2016-09-24,BOSTON,,140.0,160.0,36 inch bins,0,4,0,9,1268.6039999999998,150.0
2016-09-24,BOSTON,,140.0,160.0,36 inch bins,0,4,0,9,1268.6039999999998,150.0
2016-10-01,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-10-01,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-10-01,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-10-01,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-10-01,BOSTON,,160.0,180.0,36 inch bins,0,4,0,1,1268.6039999999998,170.0
2016-10-01,BOSTON,,160.0,180.0,36 inch bins,0,4,0,1,1268.6039999999998,170.0
2016-10-01,BOSTON,,140.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,150.0
2016-10-01,BOSTON,,140.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,150.0
2016-10-01,BOSTON,,140.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,150.0
2016-10-01,BOSTON,,200.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,212.5
2016-10-01,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-01,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-01,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-01,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-01,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-01,BOSTON,,170.0,180.0,36 inch bins,0,4,0,5,1268.6039999999998,175.0
2016-10-01,BOSTON,,170.0,180.0,36 inch bins,0,4,0,5,1268.6039999999998,175.0
2016-10-01,BOSTON,,140.0,160.0,36 inch bins,0,4,0,9,1268.6039999999998,150.0
2016-10-01,BOSTON,,140.0,160.0,36 inch bins,0,4,0,9,1268.6039999999998,150.0
2016-10-08,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-10-08,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-10-08,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-10-08,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-10-08,BOSTON,,160.0,180.0,36 inch bins,0,4,0,1,1268.6039999999998,170.0
2016-10-08,BOSTON,,160.0,180.0,36 inch bins,0,4,0,1,1268.6039999999998,170.0
2016-10-08,BOSTON,,140.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,150.0
2016-10-08,BOSTON,,140.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,150.0
2016-10-08,BOSTON,,140.0,160.0,36 inch bins,0,4,0,1,1268.6039999999998,150.0
2016-10-08,BOSTON,,200.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,212.5
2016-10-08,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-08,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-08,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-08,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-08,BOSTON,,180.0,225.0,36 inch bins,0,4,0,4,1268.6039999999998,202.5
2016-10-08,BOSTON,,170.0,180.0,36 inch bins,0,4,0,5,1268.6039999999998,175.0
2016-10-08,BOSTON,,170.0,180.0,36 inch bins,0,4,0,5,1268.6039999999998,175.0
2016-10-08,BOSTON,,140.0,160.0,36 inch bins,0,4,0,9,1268.6039999999998,150.0
2016-10-08,BOSTON,,140.0,160.0,36 inch bins,0,4,0,9,1268.6039999999998,150.0
2016-10-15,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-10-15,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-10-15,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-10-15,BOSTON,,160.0,200.0,36 inch bins,0,4,0,1,1268.6039999999998,180.0
2016-10-15,BOSTON,,160.0,180.0,36 inch bins,0,4,0,1,1268.6039999999998,170.0
2016-10-15,BOSTON,,160.0,180.0,36 inch bins,0,4,0,1,1268.6039999999998,170.0
